Timestamp,Sensor_Value,Anomaly_Type
2025-08-21 01:15:59.577802,"{'temperature_c': 36.54746986474944, 'humidity_pct': 57.57185795812311, 'pressure_hpa': 1013.9670233924202, 'vibration_g': 2.521650557307161, 'minute_of_day': 954.0, 'hour': 15.0, 'weekday': 5.0, 'temperature_roll_mean': 27.742059369240735, 'humidity_roll_mean': 54.491578378709974, 'pressure_roll_mean': 1012.1992606565051, 'vibration_roll_mean': 0.9279179158137317, 'temp_humidity_interaction': 2104.1057437821396, 'pressure_vibration_interaction': 2556.8705096285794, 'pressure_roll_std': 1.2266861999135057, 'vibration_roll_std': 0.901529035686149}",IsolationForest
2025-08-21 01:15:59.582584,"{'temperature_c': 25.81474944381007, 'humidity_pct': 42.65093888570656, 'pressure_hpa': 1001.7747547435404, 'vibration_g': 0.6813534020196272, 'minute_of_day': 1025.0, 'hour': 17.0, 'weekday': 5.0, 'temperature_roll_mean': 25.440880624988594, 'humidity_roll_mean': 51.5869782591933, 'pressure_roll_mean': 1010.4611663548424, 'vibration_roll_mean': 0.6404822176614409, 'temp_humidity_interaction': 1101.0233008777707, 'pressure_vibration_interaction': 682.562637201889, 'pressure_roll_std': 5.083803659422757, 'vibration_roll_std': 0.24024482966048138}",IsolationForest
2025-08-21 01:15:59.587503,"{'temperature_c': 28.056293378766696, 'humidity_pct': 42.75401915231062, 'pressure_hpa': 1002.2580873569458, 'vibration_g': 0.94584941497701, 'minute_of_day': 1028.0, 'hour': 17.0, 'weekday': 5.0, 'temperature_roll_mean': 26.932525194167532, 'humidity_roll_mean': 52.13332201413798, 'pressure_roll_mean': 1008.1099002404368, 'vibration_roll_mean': 0.6829396270387764, 'temp_humidity_interaction': 1199.519304458637, 'pressure_vibration_interaction': 947.9852255825442, 'pressure_roll_std': 5.740632903689664, 'vibration_roll_std': 0.18764171994376447}",IsolationForest
2025-08-21 01:15:59.592364,"{'temperature_c': 36.64225560614007, 'humidity_pct': 49.56425775627237, 'pressure_hpa': 1012.3580939985673, 'vibration_g': 2.4855025665172183, 'minute_of_day': 1072.0, 'hour': 17.0, 'weekday': 5.0, 'temperature_roll_mean': 28.69795569032243, 'humidity_roll_mean': 56.021977581070246, 'pressure_roll_mean': 1012.1121061719456, 'vibration_roll_mean': 1.1446440167746377, 'temp_humidity_interaction': 1816.1462016339426, 'pressure_vibration_interaction': 2516.218640867918, 'pressure_roll_std': 0.8561333772860107, 'vibration_roll_std': 0.7694067629252637}",IsolationForest
2025-08-21 01:15:59.597071,"{'temperature_c': 37.54599900489652, 'humidity_pct': 58.54789824833048, 'pressure_hpa': 1012.893629696566, 'vibration_g': 3.4086466436773537, 'minute_of_day': 1086.0, 'hour': 18.0, 'weekday': 5.0, 'temperature_roll_mean': 28.654169050879755, 'humidity_roll_mean': 55.534646932880186, 'pressure_roll_mean': 1013.2899058939881, 'vibration_roll_mean': 1.3749787569596124, 'temp_humidity_interaction': 2198.239329370599, 'pressure_vibration_interaction': 3452.596471267372, 'pressure_roll_std': 1.6136178182895837, 'vibration_roll_std': 1.158416555350747}",IsolationForest
2025-08-21 01:15:59.602831,"{'temperature_c': 26.781447906374787, 'humidity_pct': 41.03959768386349, 'pressure_hpa': 995.8253073387854, 'vibration_g': 0.8896990578745398, 'minute_of_day': 1129.0, 'hour': 18.0, 'weekday': 5.0, 'temperature_roll_mean': 25.8229546342824, 'humidity_roll_mean': 53.84499920705277, 'pressure_roll_mean': 1008.8823474747585, 'vibration_roll_mean': 0.7919190719724726, 'temp_humidity_interaction': 1099.0998474689695, 'pressure_vibration_interaction': 885.9848377469415, 'pressure_roll_std': 7.368977400729729, 'vibration_roll_std': 0.0704027183125075}",IsolationForest
2025-08-21 01:15:59.607375,"{'temperature_c': 16.340018660978927, 'humidity_pct': 43.10292599217514, 'pressure_hpa': 1010.6137279285796, 'vibration_g': 2.498688547099148, 'minute_of_day': 1143.0, 'hour': 19.0, 'weekday': 5.0, 'temperature_roll_mean': 24.553127370931797, 'humidity_roll_mean': 56.844766809289524, 'pressure_roll_mean': 1012.193531472653, 'vibration_roll_mean': 0.9532879478880455, 'temp_humidity_interaction': 704.3026150549354, 'pressure_vibration_interaction': 2525.208947516316, 'pressure_roll_std': 2.781974154481719, 'vibration_roll_std': 0.887234843855932}",IsolationForest
2025-08-21 01:15:59.612316,"{'temperature_c': 34.61485613277911, 'humidity_pct': 55.59116063987663, 'pressure_hpa': 1014.41006799482, 'vibration_g': 3.2760470253479417, 'minute_of_day': 1148.0, 'hour': 19.0, 'weekday': 5.0, 'temperature_roll_mean': 28.616326636330143, 'humidity_roll_mean': 56.111800262142346, 'pressure_roll_mean': 1013.6817492582762, 'vibration_roll_mean': 1.1603555279148643, 'temp_humidity_interaction': 1924.2800278035422, 'pressure_vibration_interaction': 3323.255085737433, 'pressure_roll_std': 1.5194365019070075, 'vibration_roll_std': 1.211297233337732}",IsolationForest
2025-08-21 01:15:59.616352,"{'temperature_c': 31.85390028563022, 'humidity_pct': 49.46193541408194, 'pressure_hpa': 1012.7377942880894, 'vibration_g': 2.490525227654772, 'minute_of_day': 1206.0, 'hour': 20.0, 'weekday': 5.0, 'temperature_roll_mean': 29.528410246642345, 'humidity_roll_mean': 56.34731217558033, 'pressure_roll_mean': 1012.047200327858, 'vibration_roll_mean': 1.9819708283046769, 'temp_humidity_interaction': 1575.5555586144483, 'pressure_vibration_interaction': 2522.249025673935, 'pressure_roll_std': 1.7176459573463947, 'vibration_roll_std': 0.49192355526082104}",IsolationForest
2025-08-21 01:15:59.620062,"{'temperature_c': 25.50658592029559, 'humidity_pct': 33.84502174593892, 'pressure_hpa': 1001.591153365829, 'vibration_g': 0.5174049683171844, 'minute_of_day': 1221.0, 'hour': 20.0, 'weekday': 5.0, 'temperature_roll_mean': 25.769322031713436, 'humidity_roll_mean': 51.95693141776435, 'pressure_roll_mean': 1010.4740684223596, 'vibration_roll_mean': 0.627319023344118, 'temp_humidity_interaction': 863.2709551370638, 'pressure_vibration_interaction': 518.228238974019, 'pressure_roll_std': 5.292805797872201, 'vibration_roll_std': 0.1401259218004952}",IsolationForest
2025-08-21 01:15:59.624834,"{'temperature_c': 24.25460288671821, 'humidity_pct': 40.8523212605607, 'pressure_hpa': 996.5563120971208, 'vibration_g': 0.4881629714130462, 'minute_of_day': 1238.0, 'hour': 20.0, 'weekday': 5.0, 'temperature_roll_mean': 26.480749801384178, 'humidity_roll_mean': 51.215420714416766, 'pressure_roll_mean': 1008.3138877691088, 'vibration_roll_mean': 0.658010122152872, 'temp_humidity_interaction': 990.8568291755353, 'pressure_vibration_interaction': 486.48189049375753, 'pressure_roll_std': 6.959410111104384, 'vibration_roll_std': 0.09857296589058533}",IsolationForest
2025-08-21 01:15:59.629515,"{'temperature_c': 30.95754005822895, 'humidity_pct': 54.8069791941519, 'pressure_hpa': 1010.2232313980204, 'vibration_g': 2.2982218501989475, 'minute_of_day': 1260.0, 'hour': 21.0, 'weekday': 5.0, 'temperature_roll_mean': 29.633403587059888, 'humidity_roll_mean': 53.47272046947351, 'pressure_roll_mean': 1012.7142752538696, 'vibration_roll_mean': 2.1805012507357597, 'temp_humidity_interaction': 1696.689253873478, 'pressure_vibration_interaction': 2321.717103977518, 'pressure_roll_std': 2.569548565757404, 'vibration_roll_std': 0.1131486050735262}",IsolationForest
2025-08-21 01:15:59.633647,"{'temperature_c': 28.03636443675742, 'humidity_pct': 43.35591074888474, 'pressure_hpa': 1001.3307255972586, 'vibration_g': 0.5987497114007487, 'minute_of_day': 1281.0, 'hour': 21.0, 'weekday': 5.0, 'temperature_roll_mean': 26.862522820612135, 'humidity_roll_mean': 54.5272065006782, 'pressure_roll_mean': 1011.218554982006, 'vibration_roll_mean': 0.6329052535436397, 'temp_humidity_interaction': 1215.5421142432608, 'pressure_vibration_interaction': 599.5464829680609, 'pressure_roll_std': 6.025880244066306, 'vibration_roll_std': 0.36830396137807686}",IsolationForest
2025-08-21 01:15:59.637972,"{'temperature_c': 28.77694824653592, 'humidity_pct': 43.93306722421012, 'pressure_hpa': 995.081810399511, 'vibration_g': 0.6446943695732412, 'minute_of_day': 1292.0, 'hour': 21.0, 'weekday': 5.0, 'temperature_roll_mean': 26.509947545067075, 'humidity_roll_mean': 51.43720491205854, 'pressure_roll_mean': 1009.3267589633595, 'vibration_roll_mean': 0.6550388518037099, 'temp_humidity_interaction': 1264.2596018226782, 'pressure_vibration_interaction': 641.5236404293123, 'pressure_roll_std': 8.08404270972995, 'vibration_roll_std': 0.2632270339483451}",IsolationForest
2025-08-21 01:15:59.643592,"{'temperature_c': 30.82858139664328, 'humidity_pct': 53.28597826677935, 'pressure_hpa': 1007.580540514438, 'vibration_g': 2.1954033929489456, 'minute_of_day': 1343.0, 'hour': 22.0, 'weekday': 5.0, 'temperature_roll_mean': 29.399309646506623, 'humidity_roll_mean': 51.92301415204654, 'pressure_roll_mean': 1012.1835379681095, 'vibration_roll_mean': 1.9908581765890516, 'temp_humidity_interaction': 1642.731118297172, 'pressure_vibration_interaction': 2212.0457373147296, 'pressure_roll_std': 2.597974480302537, 'vibration_roll_std': 0.29418462128588724}",IsolationForest
2025-08-21 01:15:59.649695,"{'temperature_c': 26.791166638296573, 'humidity_pct': 39.03346292362536, 'pressure_hpa': 1000.5974682580126, 'vibration_g': 0.7819209217569856, 'minute_of_day': 1345.0, 'hour': 22.0, 'weekday': 5.0, 'temperature_roll_mean': 29.210340855100366, 'humidity_roll_mean': 49.33639209981745, 'pressure_roll_mean': 1009.5448351543398, 'vibration_roll_mean': 1.7578939394422455, 'temp_humidity_interaction': 1045.752009656618, 'pressure_vibration_interaction': 782.3880946880113, 'pressure_roll_std': 5.58548305628261, 'vibration_roll_std': 0.6214385569410976}",IsolationForest
2025-08-21 01:15:59.654628,"{'temperature_c': 26.69396324668702, 'humidity_pct': 35.30357514595319, 'pressure_hpa': 999.8776699985904, 'vibration_g': 0.2684041911948035, 'minute_of_day': 1346.0, 'hour': 22.0, 'weekday': 5.0, 'temperature_roll_mean': 28.895111758263756, 'humidity_roll_mean': 46.65520786196083, 'pressure_roll_mean': 1006.7450070727051, 'vibration_roll_mean': 1.5140545494860884, 'temp_humidity_interaction': 942.3923374227278, 'pressure_vibration_interaction': 268.3713573097163, 'pressure_roll_std': 6.330153434463661, 'vibration_roll_std': 0.9210017362867002}",IsolationForest
2025-08-21 01:15:59.659757,"{'temperature_c': 26.616475598628057, 'humidity_pct': 51.487762488722325, 'pressure_hpa': 1016.372915233165, 'vibration_g': 1.0656605856940995, 'minute_of_day': 1347.0, 'hour': 22.0, 'weekday': 5.0, 'temperature_roll_mean': 28.236867017093886, 'humidity_roll_mean': 46.8938334632844, 'pressure_roll_mean': 1007.3562687045018, 'vibration_roll_mean': 1.290979795024586, 'temp_humidity_interaction': 1370.4227739090347, 'pressure_vibration_interaction': 1083.108556130994, 'pressure_roll_std': 7.209817179889719, 'vibration_roll_std': 0.8515221876703876}",IsolationForest
2025-08-21 01:15:59.664857,"{'temperature_c': 25.99537691049558, 'humidity_pct': 52.31018450859539, 'pressure_hpa': 1010.2736989728296, 'vibration_g': 0.8287360242679769, 'minute_of_day': 1348.0, 'hour': 22.0, 'weekday': 5.0, 'temperature_roll_mean': 27.27022611986435, 'humidity_roll_mean': 46.69867471164761, 'pressure_roll_mean': 1007.8949003961801, 'vibration_roll_mean': 1.0176463212883924, 'temp_humidity_interaction': 1359.8229625585043, 'pressure_vibration_interaction': 837.2502087092457, 'pressure_roll_std': 7.33035360844141, 'vibration_roll_std': 0.6932696921431832}",IsolationForest
2025-08-21 01:15:59.668634,"{'temperature_c': 33.822703816835215, 'humidity_pct': 48.84679492237076, 'pressure_hpa': 1014.0516303983096, 'vibration_g': 2.37478329132031, 'minute_of_day': 1399.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 28.6935092742922, 'humidity_roll_mean': 52.32389457101509, 'pressure_roll_mean': 1011.8362676960403, 'vibration_roll_mean': 0.8903902481658721, 'temp_humidity_interaction': 1652.1306770610365, 'pressure_vibration_interaction': 2408.152868406024, 'pressure_roll_std': 1.938952565838834, 'vibration_roll_std': 0.8522131652863428}",IsolationForest
2025-08-21 01:15:59.672174,"{'temperature_c': 26.140220239590352, 'humidity_pct': 37.60277571462533, 'pressure_hpa': 988.953123353214, 'vibration_g': 0.3390459544423946, 'minute_of_day': 1407.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.612163554121185, 'humidity_roll_mean': 53.54664985785634, 'pressure_roll_mean': 1009.4095043570563, 'vibration_roll_mean': 0.3939229595761523, 'temp_humidity_interaction': 982.9448388002256, 'pressure_vibration_interaction': 335.30055560607764, 'pressure_roll_std': 11.489556823924746, 'vibration_roll_std': 0.5475722287563318}",IsolationForest
2025-08-21 01:15:59.676593,"{'temperature_c': 27.832100641615448, 'humidity_pct': 57.77244511829223, 'pressure_hpa': 1013.7817060424372, 'vibration_g': 0.7679384628832848, 'minute_of_day': 1408.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.628667278303872, 'humidity_roll_mean': 53.62115684786337, 'pressure_roll_mean': 1009.2449566086816, 'vibration_roll_mean': 0.33493128356050983, 'temp_humidity_interaction': 1607.9285068445145, 'pressure_vibration_interaction': 778.5219650374233, 'pressure_roll_std': 11.402116314178622, 'vibration_roll_std': 0.46752081068318513}",IsolationForest
2025-08-21 01:15:59.681020,"{'temperature_c': 26.70942269878508, 'humidity_pct': 59.73679286647783, 'pressure_hpa': 1015.4675808156272, 'vibration_g': 0.9998392013204288, 'minute_of_day': 1410.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 26.98910591906357, 'humidity_roll_mean': 53.94011245507461, 'pressure_roll_mean': 1009.3674020217607, 'vibration_roll_mean': 0.6090630529320515, 'temp_humidity_interaction': 1595.5352513405255, 'pressure_vibration_interaction': 1015.3042949694848, 'pressure_roll_std': 11.486054320739765, 'vibration_roll_std': 0.27123164269154165}",IsolationForest
2025-08-21 01:15:59.684377,"{'temperature_c': 28.61614364728056, 'humidity_pct': 60.0178402405312, 'pressure_hpa': 1013.9258980194876, 'vibration_g': 0.5301190425429323, 'minute_of_day': 1411.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 27.472237468681065, 'humidity_roll_mean': 54.03338959101035, 'pressure_roll_mean': 1009.6138911418432, 'vibration_roll_mean': 0.6305243247607681, 'temp_humidity_interaction': 1717.4791377225763, 'pressure_vibration_interaction': 537.5014262675736, 'pressure_roll_std': 11.588046271051914, 'vibration_roll_std': 0.2566643925787759}",IsolationForest
2025-08-21 01:15:59.688533,"{'temperature_c': 30.44263810930402, 'humidity_pct': 53.79795271505103, 'pressure_hpa': 1015.794656124939, 'vibration_g': 2.39775346397556, 'minute_of_day': 1426.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 29.353919349156193, 'humidity_roll_mean': 52.31605029991366, 'pressure_roll_mean': 1013.7570827229225, 'vibration_roll_mean': 1.9761783911158914, 'temp_humidity_interaction': 1637.7516055257483, 'pressure_vibration_interaction': 2435.625155411435, 'pressure_roll_std': 2.6243287780611997, 'vibration_roll_std': 0.28290462114084475}",IsolationForest
2025-08-21 01:15:59.691934,"{'temperature_c': 31.957063475125405, 'humidity_pct': 61.046355526667696, 'pressure_hpa': 1014.7872670892187, 'vibration_g': 2.210463090804496, 'minute_of_day': 1427.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 30.200384494569427, 'humidity_roll_mean': 54.4350781907217, 'pressure_roll_mean': 1014.2672566065172, 'vibration_roll_mean': 2.0975158015087496, 'temp_humidity_interaction': 1950.862258490792, 'pressure_vibration_interaction': 2243.149798919082, 'pressure_roll_std': 2.4997907905515815, 'vibration_roll_std': 0.20170031691526655}",IsolationForest
2025-08-21 01:15:59.695578,"{'temperature_c': 30.49081140197244, 'humidity_pct': 57.15184297989751, 'pressure_hpa': 1011.9581968766736, 'vibration_g': 2.4893755653368914, 'minute_of_day': 1428.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 29.77301317092853, 'humidity_roll_mean': 54.40884229013237, 'pressure_roll_mean': 1014.5172059162117, 'vibration_roll_mean': 2.209194314473252, 'temp_humidity_interaction': 1742.6060655751976, 'pressure_vibration_interaction': 2519.1440084471706, 'pressure_roll_std': 2.0826724063345154, 'vibration_roll_std': 0.23779850755707138}",IsolationForest
2025-08-21 01:15:59.699986,"{'temperature_c': 31.391412028262163, 'humidity_pct': 64.15210936500853, 'pressure_hpa': 1011.9741177700204, 'vibration_g': 2.493764455807415, 'minute_of_day': 1429.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 30.462424595055694, 'humidity_roll_mean': 56.765113357870725, 'pressure_roll_mean': 1013.4930668446717, 'vibration_roll_mean': 2.3073118270022173, 'temp_humidity_interaction': 2013.8252975591186, 'pressure_vibration_interaction': 2523.6250850919437, 'pressure_roll_std': 1.7269215096246873, 'vibration_roll_std': 0.23269845128222166}",IsolationForest
2025-08-21 01:15:59.702706,"{'temperature_c': 26.155578292562623, 'humidity_pct': 66.07400211480669, 'pressure_hpa': 1015.92503466524, 'vibration_g': 0.6058775543405595, 'minute_of_day': 1431.0, 'hour': 23.0, 'weekday': 5.0, 'temperature_roll_mean': 28.94954255741598, 'humidity_roll_mean': 60.857454944226994, 'pressure_roll_mean': 1014.1074492394042, 'vibration_roll_mean': 1.7229840235040335, 'temp_humidity_interaction': 1728.2037354167746, 'pressure_vibration_interaction': 615.5261753963237, 'pressure_roll_std': 2.007674499594907, 'vibration_roll_std': 0.9341651788335307}",IsolationForest
2025-08-21 01:15:59.705299,"{'temperature_c': 29.28048322192068, 'humidity_pct': 62.42172249342661, 'pressure_hpa': 1015.5999567057552, 'vibration_g': 1.7808499579283792, 'minute_of_day': 17.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.351736249955884, 'humidity_roll_mean': 57.82322206264987, 'pressure_roll_mean': 1014.9015959699534, 'vibration_roll_mean': 1.5087145415381793, 'temp_humidity_interaction': 1827.7381981521664, 'pressure_vibration_interaction': 1808.631140171508, 'pressure_roll_std': 0.6476569966773842, 'vibration_roll_std': 0.21170031335545816}",IsolationForest
2025-08-21 01:15:59.707909,"{'temperature_c': 28.390579726790143, 'humidity_pct': 56.83427240637327, 'pressure_hpa': 1012.7791561989832, 'vibration_g': 2.157507904585769, 'minute_of_day': 18.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.543625802087014, 'humidity_roll_mean': 57.138882170054366, 'pressure_roll_mean': 1014.5729093358326, 'vibration_roll_mean': 1.6233731962332638, 'temp_humidity_interaction': 1613.5579419672495, 'pressure_vibration_interaction': 2185.0790350990114, 'pressure_roll_std': 1.1632892033293747, 'vibration_roll_std': 0.3635820470079499}",IsolationForest
2025-08-21 01:15:59.712464,"{'temperature_c': 30.63599358659756, 'humidity_pct': 56.92118111214135, 'pressure_hpa': 1011.274659362586, 'vibration_g': 1.7987379802506631, 'minute_of_day': 19.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.13641481287536, 'humidity_roll_mean': 57.51832594605089, 'pressure_roll_mean': 1013.994502381884, 'vibration_roll_mean': 1.7437255341503888, 'temp_humidity_interaction': 1743.8369394931206, 'pressure_vibration_interaction': 1819.0181382605354, 'pressure_roll_std': 1.9008969037606618, 'vibration_roll_std': 0.2762619589315046}",IsolationForest
2025-08-21 01:15:59.717072,"{'temperature_c': 29.23299299087983, 'humidity_pct': 55.10055673030543, 'pressure_hpa': 1017.2199708281668, 'vibration_g': 2.3903196872767096, 'minute_of_day': 20.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.532200458724958, 'humidity_roll_mean': 57.753082159531345, 'pressure_roll_mean': 1014.3307664203023, 'vibration_roll_mean': 1.9294416291088965, 'temp_humidity_interaction': 1610.754188690595, 'pressure_vibration_interaction': 2431.4809225616073, 'pressure_roll_std': 2.340273568639342, 'vibration_roll_std': 0.3432921690877212}",IsolationForest
2025-08-21 01:15:59.721105,"{'temperature_c': 28.457524758320574, 'humidity_pct': 53.38723779016444, 'pressure_hpa': 1009.946608768956, 'vibration_g': 2.261474920132592, 'minute_of_day': 21.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.19951485690176, 'humidity_roll_mean': 56.93299410648221, 'pressure_roll_mean': 1013.3640703728894, 'vibration_roll_mean': 2.0777780900348235, 'temp_humidity_interaction': 1519.2686411919524, 'pressure_vibration_interaction': 2283.968926403957, 'pressure_roll_std': 3.0105631860866016, 'vibration_roll_std': 0.2755963158441072}",IsolationForest
2025-08-21 01:15:59.724274,"{'temperature_c': 27.75361158024328, 'humidity_pct': 42.50913565937152, 'pressure_hpa': 996.713791981664, 'vibration_g': 0.6359265977326937, 'minute_of_day': 29.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.225684066652406, 'humidity_roll_mean': 52.06112061613195, 'pressure_roll_mean': 1009.2201611387181, 'vibration_roll_mean': 0.5972740291268324, 'temp_humidity_interaction': 1179.7820397020662, 'pressure_vibration_interaction': 633.8368106481514, 'pressure_roll_std': 7.3292889652542454, 'vibration_roll_std': 0.21455976122231638}",IsolationForest
2025-08-21 01:15:59.728242,"{'temperature_c': 26.522433284661968, 'humidity_pct': 62.11445101847532, 'pressure_hpa': 1014.5608219164574, 'vibration_g': 0.301920634862547, 'minute_of_day': 30.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.10286881872468, 'humidity_roll_mean': 53.73241328296033, 'pressure_roll_mean': 1009.4565051836438, 'vibration_roll_mean': 0.4889224197435421, 'temp_humidity_interaction': 1647.4263831509154, 'pressure_vibration_interaction': 306.3168474596843, 'pressure_roll_std': 7.513662313171768, 'vibration_roll_std': 0.1949112509054824}",IsolationForest
2025-08-21 01:15:59.732097,"{'temperature_c': 29.373389510054334, 'humidity_pct': 55.71286396572011, 'pressure_hpa': 1009.905537346822, 'vibration_g': 0.6817412025513767, 'minute_of_day': 31.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.285212793063057, 'humidity_roll_mean': 53.86159617191447, 'pressure_roll_mean': 1008.4378911731276, 'vibration_roll_mean': 0.502127972148178, 'temp_humidity_interaction': 1636.4756539857672, 'pressure_vibration_interaction': 688.4942154941167, 'pressure_roll_std': 6.8941886003181985, 'vibration_roll_std': 0.20748058336774688}",IsolationForest
2025-08-21 01:15:59.735576,"{'temperature_c': 27.109994814370584, 'humidity_pct': 57.375834623316464, 'pressure_hpa': 1010.4443623079349, 'vibration_g': 0.1832224438476506, 'minute_of_day': 32.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 27.283596822536005, 'humidity_roll_mean': 55.150864210180984, 'pressure_roll_mean': 1008.7250847257034, 'vibration_roll_mean': 0.48853611708529937, 'temp_humidity_interaction': 1555.4585791082936, 'pressure_vibration_interaction': 185.1360854341407, 'pressure_roll_std': 6.9535494076992865, 'vibration_roll_std': 0.22912648874098326}",IsolationForest
2025-08-21 01:15:59.737422,"{'temperature_c': 38.10011391699462, 'humidity_pct': 53.56402094559742, 'pressure_hpa': 1011.0130281303872, 'vibration_g': 2.711538622575996, 'minute_of_day': 52.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.98793863052753, 'humidity_roll_mean': 54.99575638778178, 'pressure_roll_mean': 1011.9969400379536, 'vibration_roll_mean': 1.032623627492191, 'temp_humidity_interaction': 2040.7952998795477, 'pressure_vibration_interaction': 2741.4008737030567, 'pressure_roll_std': 1.7588947106101347, 'vibration_roll_std': 0.9515780715435584}",IsolationForest
2025-08-21 01:15:59.740907,"{'temperature_c': 26.2804929877843, 'humidity_pct': 47.5208584292928, 'pressure_hpa': 1016.227501696478, 'vibration_g': 0.4537641210378721, 'minute_of_day': 54.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 29.465922137684743, 'humidity_roll_mean': 52.85215400077179, 'pressure_roll_mean': 1012.9048884296141, 'vibration_roll_mean': 1.0261309903370421, 'temp_humidity_interaction': 1248.8715867245198, 'pressure_vibration_interaction': 461.12757908181504, 'pressure_roll_std': 2.547367780636158, 'vibration_roll_std': 0.9555176611427326}",IsolationForest
2025-08-21 01:15:59.744958,"{'temperature_c': 23.902708967113565, 'humidity_pct': 49.417575240259055, 'pressure_hpa': 1015.1085610981856, 'vibration_g': 0.2622291668638192, 'minute_of_day': 55.0, 'hour': 0.0, 'weekday': 6.0, 'temperature_roll_mean': 28.990901548783615, 'humidity_roll_mean': 51.32455894074293, 'pressure_roll_mean': 1012.9710631377095, 'vibration_roll_mean': 0.9042819557176358, 'temp_humidity_interaction': 1181.2139188283493, 'pressure_vibration_interaction': 266.1910722531075, 'pressure_roll_std': 2.611667649000976, 'vibration_roll_std': 1.0170358134346145}",IsolationForest
2025-08-21 01:15:59.748697,"{'temperature_c': 26.893731089906023, 'humidity_pct': 22.00275387767697, 'pressure_hpa': 994.4606848686816, 'vibration_g': 0.8034602335354587, 'minute_of_day': 72.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 27.52517996655224, 'humidity_roll_mean': 50.453543494211054, 'pressure_roll_mean': 1010.487197964569, 'vibration_roll_mean': 0.7035225399792246, 'temp_humidity_interaction': 591.7361460236314, 'pressure_vibration_interaction': 799.0096141064231, 'pressure_roll_std': 9.062665790878897, 'vibration_roll_std': 0.17169966881319318}",IsolationForest
2025-08-21 01:15:59.752104,"{'temperature_c': 24.7000402747411, 'humidity_pct': 53.59356827940884, 'pressure_hpa': 1014.0180839371868, 'vibration_g': 0.8414528930217067, 'minute_of_day': 74.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 25.96233346469443, 'humidity_roll_mean': 46.807715855873674, 'pressure_roll_mean': 1010.7418118224426, 'vibration_roll_mean': 0.7253730769989538, 'temp_humidity_interaction': 1323.7632949684855, 'pressure_vibration_interaction': 853.2484503052736, 'pressure_roll_std': 9.118752736831233, 'vibration_roll_std': 0.14930301170438853}",IsolationForest
2025-08-21 01:15:59.754801,"{'temperature_c': 26.035410438420104, 'humidity_pct': 55.10186125312355, 'pressure_hpa': 1009.6575312294408, 'vibration_g': 0.328052517422912, 'minute_of_day': 75.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 26.002024864703635, 'humidity_roll_mean': 48.964159713458685, 'pressure_roll_mean': 1009.5539970819548, 'vibration_roll_mean': 0.6917965710363876, 'temp_humidity_interaction': 1434.5995736459492, 'pressure_vibration_interaction': 331.22069485482047, 'pressure_roll_std': 8.705727064441282, 'vibration_roll_std': 0.21722710812242424}",IsolationForest
2025-08-21 01:15:59.758183,"{'temperature_c': 35.33626018400788, 'humidity_pct': 58.53193470361102, 'pressure_hpa': 1008.8659723423966, 'vibration_g': -1.6925139239844749, 'minute_of_day': 76.0, 'hour': 1.0, 'weekday': 6.0, 'temperature_roll_mean': 27.439331759466956, 'humidity_roll_mean': 49.136166510814704, 'pressure_roll_mean': 1008.3455020882608, 'vibration_roll_mean': 0.18662021060879647, 'temp_humidity_interaction': 2068.299673760159, 'pressure_vibration_interaction': -1707.5197056236425, 'pressure_roll_std': 8.180153955177165, 'vibration_roll_std': 1.0697696939068657}",IsolationForest
